,OBJECTID,response_id,response_date,q3_1_respondee_type_business_ow,q3_2_respondee_type_resident,q3_3_respondee_type_worker,q3_4_respondee_type_student,q3_5_respondee_type_visitor,q3_6_respondee_type_property_ow,q4_1_business_postcode,q4_2_business_type,q4_3_business_overview,q5_ATSI_business,q6_1_pre_covid_full_time_staff,q6_2_pre_covid_part_time_staff,q6_3_pre_covid_casual_staff,q6_4_pre_covid_contract_staff,q7_covid_impact_on_employment_l,q8_1_post_covid_full_time_staff,q8_2_post_covid_part_time_staff,q8_3_post_covid_casual_staff,q8_4_post_covid_contract_staff,q9_1_covid_impact_on_business_r,q9_2_covid_impact_on_business_i,q9_3_covid_impact_on_business_r,q9_4_covid_impact_on_business_i,q9_5_covid_impact_on_business_g,q9_6_covid_impact_on_business_d,q10_business_still_operating,q11_1_reason_for_business_closi,q11_2_reason_for_business_closi,q11_3_reason_for_business_closi,q11_4_reason_for_business_closi,q11_5_reason_for_business_closi,q11_6_reason_for_business_closi,q11_7_reason_for_business_closi,q11_8_reason_for_business_closi,q11_9_reason_for_business_closi,q11_10_reason_for_business_clos,q11_11_reason_for_business_clos,q11_12_reason_for_business_clos,q12_what_could_have_helped_busi,q13_how_long_can_business_remai,q14_1_change_made_to_business_e,q14_2_change_made_to_business_p,q14_3_change_made_to_business_d,q15_changes_made_to_business_ot,q16_collaborating_with_other_bu,q17_1_understanding_of_federal_,q17_2_understanding_of_state_go,q17_3_understanding_of_local_go,q18_not_seeking_support,q18_2_seeking_rent_relief_from_,q18_3_seeking_debt_relief_from_,q18_4_seeking_payroll_tax_relie,q18_5_seeking_jobkeeper_benefit,q18_6_seeking_tax_relief_from_f,q18_7_seeking_small_business_gr,q18_8_seeking_grant_support_fro,q18_9_seeking_unsecured_busines,q18_10_seeking_support_other,q19_1_undefined,q19_2_seeking_rent_relief_from_,q19_3_seeking_debt_relief_from_,q19_4_seeking_payroll_tax_relie,q19_5_seeking_jobkeeper_benefit,q19_6_seeking_tax_relief_from_f,q19_7_seeking_small_business_gr,q19_8_seeking_grant_support_fro,q19_9_seeking_unsecured_busines,q19_10_seeking_support_other_st,q20_1_potential_support_from_ci,q20_2_potential_support_from_ci,q20_3_potential_support_from_ci,q20_4_potential_support_from_ci,q20_5_potential_support_from_ci,q20_6_potential_support_from_ci,q20_7_potential_support_from_ci,q20_8_potential_support_from_ci,q20_9_potential_support_from_ci,q20_10_potential_support_from_c,q20_11_potential_support_from_c,q20_12_potential_support_from_c,q21_1_business_change_within_18,q21_2_business_change_within_18,q21_3_business_change_within_18,q21_4_business_change_within_18,q21_5_business_change_within_18,q21_6_business_change_within_18,q21_7_business_change_within_18,q21_8_business_change_within_18,q21_9_business_change_within_18,q21_10_business_change_within_1,q21_11_business_change_within_1,q21_12_business_change_within_1,q21_13_business_change_within_1,q21_14_business_change_within_1,q21_15_business_change_within_1,q22_business_viable_at_which_st,q23_sector_change_post_restrict,q29_covid_recovery_planning_add,q30_covid_recovery_planning_add,q31_1_covid_recovery_planning_a,q31_2_covid_recovery_planning_a,q31_3_covid_recovery_planning_a,q31_4_covid_recovery_planning_a,q31_5_covid_recovery_planning_a,q31_6_covid_recovery_planning_a,q31_7_covid_recovery_planning_a,q31_8_covid_recovery_planning_a,q31_9_covid_recovery_planning_a,q31_10_covid_recovery_planning_,q32_1_which_activities_would_yo,q32_2_which_activities_would_yo,q32_3_which_activities_would_yo,q32_4_which_activities_would_yo,q32_5_which_activities_would_yo,q32_6_which_activities_would_yo,q32_7_which_activities_would_yo,q32_8_which_activities_would_yo,q32_9_which_activities_would_yo,q32_10_which_activities_would_y,q32_11_which_activities_would_y,q32_12_which_activities_would_y,q32_13_which_activities_would_y,q32_14_which_activities_would_y,q32_15_which_activities_would_y,q32_16_which_activities_would_y,q32_17_which_activities_would_y,q32_18_which_activities_would_y,q32_19_which_activities_would_y,q33_1_are_there_any_positive_th,q33_2_are_there_any_positive_th,q33_3_are_there_any_positive_th,q33_4_are_there_any_positive_th,q33_5_are_there_any_positive_th,q33_6_are_there_any_positive_th,q33_7_are_there_any_positive_th,q34_1_how_soon_do_you_think_you,q34_2_how_soon_do_you_think_you,q34_3_how_soon_do_you_think_you,q34_4_how_soon_do_you_think_you,q34_5_how_soon_do_you_think_you,q34_6_how_soon_do_you_think_you,q34_7_how_soon_do_you_think_you,q34_8_how_soon_do_you_think_you,q34_9_how_soon_do_you_think_you,q34_10_how_soon_do_you_think_yo,q35_1_how_important_is_city_of_,q35_2_how_important_is_city_of_,q35_3_how_important_is_city_of_,q35_4_how_important_is_city_of_,q35_5_how_important_is_city_of_,q35_6_how_important_is_city_of_,q35_7_how_important_is_city_of_,q35_8_how_important_is_city_of_,q37_1_what_concerns_you_most_ab,q37_2_what_concerns_you_most_ab,q37_3_what_concerns_you_most_ab,q37_4_what_concerns_you_most_ab,q37_5_what_concerns_you_most_ab,q37_6_what_concerns_you_most_ab,q37_7_what_concerns_you_most_ab,q37_8_what_concerns_you_most_ab,q37_9_what_concerns_you_most_ab,q37_10_what_concerns_you_most_a,q37_11_what_concerns_you_most_a,q37_12_what_concerns_you_most_a,q37_13_what_concerns_you_most_a,q37_14_what_concerns_you_most_a,q37_15_what_concerns_you_most_a,q37_16_what_concerns_you_most_a,q37_17_what_concerns_you_most_a,q38_1_mostly_positive_changes,q38_2_mostly_negative_changes,q40_1_respondee_age_range,q40_2_respondee_identified_gend,q40_3_respondee_identify_as_a_p,q40_4_respondee_identify_as_abo,q41_respondee_home_postcode_sub,q42_respondee_current_place_of_,q43_respondee_current_place_of_,q44_respondee_speak_a_language_,q45_respondee_languages_spoken_,q48_final_comments,q4_1_2nd_business_postcode
2731,2732,2531,25/05/2020,Yes,Yes,No,No,No,No,2000,Other,Strata Building Management,No,5,3,0,0,No impact,,,,,None / NA,None / NA,None / NA,Some,None / NA,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,Not applicable / haven't been affected,Yes,No,No,Implemented significantly more health and safety measures,NO,Completely,Completely,Completely,Yes,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,Yes,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Not relevant,Nil,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,no_response
2733,2734,2533,25/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,Telecommunications Services for businesses,No,2,2,0,0,Yes – I’ve let staff go,1,0,,,Some,None / NA,High,Low,High,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,Long term,Yes,Yes,Yes,Working from home and unable to visit clients with offices closed.,"Yes, new partner agreements and working on new product and solution offerings.",Somewhat,Somewhat,Somewhat,no_response,Not applied - not eligible,Not applied – not aware,Not required,Applied – successful,Not applied – not aware,Not applied – not aware,Applied – awaiting outcome,Not applied – not eligible,no_response,no_response,sublease,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,Yes,No,No,No,No,Yes,No,No,No,no_response,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Not sure,Businesses investing in technology which will help their business staff and customers connect and engage.,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
2734,2735,2534,25/05/2020,Yes,Yes,No,No,No,No,2010,Sole trader,provide commercial creative services,No,1,0,0,2,I've reduced my hours and less contractors,1,,,,High,None / NA,High,None / NA,Some,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,Not Applicable,Yes,Not Applicable,Not yet,No,Completely,Mostly,Somewhat,no_response,Not required,Not required,Not required,Applied – successful,Not required,Applied – unsuccessful,Applied – awaiting outcome,Not required,no_response,no_response,no_response,no_response,no_response,To cover my salary decrease,no_response,no_response,To help my creative community and restart my business and industry,no_response,no_response,Yes,Yes,No,No,No,No,No,No,No,No,Yes,no_response,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Stage 3: 100 people,More infrastructure investment and investment in green spaces,Yes,"Loss of income / employment,Worrying about the security of my job ,Not being able to do activities that are important to me",No,No,No,No,No,No,No,No,No,no_response,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,no_response,Yes,No,Yes,Yes,No,No,no_response,Immediately,Immediately,,,,,,Immediately,Immediately,Immediately,Very important,Very important,Very important,Very important,,Important,Important,,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,no_response,more community focus,financial hardship,30-39,Male,No,No,Darlinghurst,"Semi-detached, terrace house, townhouse",Paying it off / mortgaged,No,no_response,no_response,no_response
2738,2739,2538,25/05/2020,Yes,Yes,No,No,No,No,2010,Sole trader,"Freelance Theatre Designer, Artist, Filmmaker",No,1,0,0,0,I am a sole trader and contractor and have lost all work until 2021,0,,,,High,None / NA,High,None / NA,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,No,No,No,Focusing on grant funding for income.,No,Mostly,Not at all,Somewhat,no_response,Not required,Not required,Not required,Applied – successful,Not required,Other,Applied – awaiting outcome,Not required,Arts grant funding,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,No,No,No,Yes,No,No,Yes,No,No,",",No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Stage 3: 100 people,Greater funding support for the arts and entertainment sector.,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
2739,2740,2539,25/05/2020,Yes,Yes,No,No,No,No,2060,Sole trader,Creativity training,No,1,0,0,0,No impact,,,,,High,High,High,Some,High,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,Long term,Yes,Yes,Yes,no_response,Yes in developing an online presence,Somewhat,Not at all,Not at all,no_response,no_response,no_response,no_response,Applied – successful,no_response,Not applied – not aware,Applied – awaiting outcome,no_response,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,Yes,No,No,No,No,Yes,No,No,No,No,no_response,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Not relevant,People are spending again,Yes,Loss of income / employment,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,Yes,Yes,Yes,Yes,No,Yes,no_response,Immediately,Immediately,,,,,,Immediately,Immediately,no_response,Very important,Very important,Very important,Very important,,Very important,Very important,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,no_response,Change can be good.,no_response,50-59,Female,No,No,2090,Unit/apartment in a 1-3 storey block,Renting,No,no_response,no_response,no_response
2740,2741,2540,25/05/2020,Yes,No,No,No,No,No,2066,Incorporated for-profit,Creative Arts Service Business - We create live performances for the music industry,No,1,1,0,1,"Have kept staff, but have stopped using almost all contractors",1,1,0,0,High,None / NA,High,None / NA,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,6+ months,Yes,Yes,Yes,no_response,no_response,Completely,Mostly,Somewhat,no_response,Not required,Applied – successful,Not required,Applied – successful,Applied – awaiting outcome,Applied – successful,Applied – awaiting outcome,Not required,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,Yes,No,No,No,No,No,No,No,No,Yes,no_response,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Stage 2: 20 people,Lock out laws reduced to encourage live music performance. Noise limits and red-tape reduced for outdoor concerts.,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
2741,2742,2541,25/05/2020,Yes,No,No,No,No,No,2009,Incorporated for-profit,"We're a brand, content and design studio that helps reinvent 7 - 8 figure challenger brands to make them purposeful, profitable, relevant and future-proof.",No,2,0,0,10,"I've increased staff hours, but haven't hired more staff",,,,,Some,Low,Some,Low,Low,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,Not Applicable,Yes,Yes,Yes. We're busy adding a remote design sprint offering that allows us to work with clients remotely to help solve problems within their businesses.,"Yes. When it became evident that Covid-19 was going to be a real and potential threat to the way we work, we created and initiated a collective called [personal data withheld] Essentially, this is a collective of independent creative /marketing agencies that have a niche and complimentary skillset, meaning we cross promote our service to clients and work more collaboratively to help both our clients and our partner agencies within the group.",Not at all,Not at all,Not at all,no_response,Other,Not required,Not applied – not aware,Applied – successful,Not applied – not aware,Not applied – not aware,Applied – awaiting outcome,Not applied – not aware,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,We've been so busy trying to adapt to survive that we haven't had a chance to explore the above in detail.,Yes,No,Yes,No,No,No,No,Yes,No,No,No,no_response,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Not relevant,no_response,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
2742,2743,2542,25/05/2020,Yes,Yes,No,No,No,No,2018,Incorporated for-profit,We are a digital media agency building websites and providing digital marekting services.,No,5,0,2,7,Yes – I’ve let staff go,5,,1,5,High,None / NA,High,None / NA,Low,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,Not Applicable,Yes,No,remote workers,No,Not at all,Not at all,Not at all,no_response,no_response,no_response,Not applied – not aware,Preparing an application,Not applied – not aware,Not applied – not aware,Applied – awaiting outcome,Not required,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,Yes,Yes,No,No,No,No,No,No,No,No,no_response,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Not sure,no_response,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
2748,2749,2548,25/05/2020,Yes,Yes,Yes,No,No,No,2000,Incorporated for-profit,Legal advice,No,1,0,0,1,I had to stop working with contract staff. Business not able to grow further.,1,0,0,0,High,High,High,High,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,3-6 months,Yes,No,Yes,"Completely remote offerings, everything online. Difficulty in meeting people, helpful to talk in person with CALD NESB clients but unable to do so.","Supporting affected business clients for free without fees. Unable to justify additional charges for impacted business clients, creating goodwill but not revenue.",Mostly,Somewhat,Somewhat,no_response,Not applied - not eligible,Not required,Not required,Applied – successful,Applied – successful,Applied – awaiting outcome,Applied – awaiting outcome,Not required,no_response,no_response,Office is a sub-lease from a shared office hub. The 'landlord' and tenant relationship doesn't exist.,Not applicable,Not applicable,Successful.,Successful.,Pending,Pending,Not applicable,no_response,Yes,Yes,Yes,No,No,No,No,No,No,No,No,no_response,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Not relevant,Cleaner public spaces including buildings and public transport.,No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,We need to deploy more cleaners across the city to create a safer public space for all high-touch areas. The cleaners should be visible and ready to clean often. The city needs to be sanitised regularly.,no_response
2749,2750,2549,25/05/2020,Yes,No,No,No,No,No,2015,"Incorporated not-for-profit (charity, social enterprise)","We develop, create and present new stories by First Peoples working closely with local communities. We are strongly committed to investing in First Peoples emerging, mid-career and established performing arts practitioners to develop, create, and produce innovative, distinctive and cross-cultural interdisciplinary work. We provide a safe environment for artists and communities to share their stories with respect to First Peoples practices and cultural protocols.",Yes,1,2,0,1,"I've reduced staff hours, but haven't let staff go",,,,,Low,None / NA,High,Low,Low,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,Long term,Not Applicable,Yes,Yes,"Cancellation of national tour.  Online response to COVID-19 to ensure communities are connected and artists remunerated for their creativity, minimal fee :(",no_response,Completely,Completely,Completely,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
2751,2752,2702,25/05/2020,Yes,No,No,No,No,No,2037,Incorporated for-profit,Property investment and development,No,22,1,1,1,Yes – I’ve let staff go,19,2,,,High,None / NA,Some,None / NA,High,Low,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,6+ months,Yes,No,No,Yes On line meetings,no_response,Completely,Completely,Mostly,no_response,Applied - successful,Applied – successful,Applied – awaiting outcome,no_response,Applied – successful,Applied – awaiting outcome,Applied – awaiting outcome,Not applied – not aware,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Dont know where to get this,no_response,No,No,No,Yes,No,No,No,No,No,Yes,No,Deferring and waiving rent payments,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Not relevant,"Streamlined planning laws, Ausgrid being easier to deal with, Maximum time to consider DAs",Yes,Worrying about people who are important to me,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,Yes,No,No,No,No,No,no_response,Immediately,Immediately,,,,,,1-3 months,Immediately,Immediately,Important,Very important,Very important,Important,,Important,Very important,,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,no_response,Flexible work arrangement,Loss of personal freedoms,50-59,Male,No,No,2026,Separate house,Outright owner,No,no_response,no_response,no_response
2755,2756,2706,25/05/2020,Yes,No,No,No,No,No,2009,Incorporated for-profit,Residential and boutique commercial architecture and interior design,No,2,0,0,0,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,Some,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,1-3 months,Not Applicable,Yes,Not Applicable,"Utilising video conferencing to conduct meetings and site visits.  Covid19 has greatly impacted how we work, it has been very challenging for us as we are traditionally a very collaborative business.  As much as it is possible to communicate over phone or video, the effectiveness of that communication is limited.",No,Completely,Mostly,Mostly,no_response,Applied - successful,Not required,Not required,Applied – successful,Applied – successful,Applied – awaiting outcome,Applied – awaiting outcome,Not applied – not aware,no_response,option-1,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,Yes,No,Yes,No,No,Yes,No,No,No,No,No,no_response,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not relevant,"The opportunity for good design to provide solutions for healthier workplaces, multi-residential living and public spaces",No,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
2756,2757,2707,25/05/2020,Yes,Yes,No,No,No,No,2015,Incorporated for-profit,Book and puzzle retail/subscriptions,No,1,1,0,0,No impact,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,No,No,No,No,No,No,no_response,no_response,no_response,,,,,,no_response,no_response,no_response,no_response,no_response,no_response,no_response,,no_response,no_response,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response,no_response
